fare,parch,age,sibsp,C,Q,S,female,male,class_1,class_2,class_3
13.0,0,50.0,0,0,0,1,0,1,0,1,0
26.0,0,44.0,1,0,0,1,0,1,0,1,0
26.0,0,29.0,1,0,0,1,1,0,0,1,0
73.5,0,21.0,0,0,0,1,0,1,0,1,0
13.0,0,42.0,0,0,0,1,0,1,0,1,0
26.0,0,63.0,1,0,0,1,0,1,0,1,0
26.0,0,60.0,1,0,0,1,1,0,0,1,0
12.275,0,33.0,0,0,0,1,0,1,0,1,0
10.5,0,17.0,0,0,0,1,1,0,0,1,0
27.0,0,42.0,1,0,0,1,0,1,0,1,0
27.0,1,24.0,2,0,0,1,1,0,0,1,0
15.0,0,47.0,0,0,0,1,0,1,0,1,0
31.5,0,24.0,2,0,0,1,0,1,0,1,0
31.5,0,22.0,2,0,0,1,0,1,0,1,0
10.5,0,32.0,0,0,0,1,0,1,0,1,0
13.7917,0,23.0,0,1,0,0,1,0,0,1,0
26.0,0,34.0,1,0,0,1,0,1,0,1,0
26.0,0,24.0,1,0,0,1,1,0,0,1,0
21.0,0,22.0,0,0,0,1,1,0,0,1,0
12.35,0,29.8811345124283,0,0,1,0,1,0,0,1,0
12.35,0,35.0,0,0,1,0,0,1,0,1,0
13.5,0,45.0,0,0,0,1,1,0,0,1,0
12.35,0,57.0,0,0,1,0,0,1,0,1,0
0.0,0,29.8811345124283,0,0,0,1,0,1,0,1,0
10.5,0,31.0,0,0,0,1,0,1,0,1,0
26.0,1,26.0,1,0,0,1,1,0,0,1,0
26.0,1,30.0,1,0,0,1,0,1,0,1,0
10.7083,0,29.8811345124283,0,0,1,0,0,1,0,1,0
41.5792,2,1.0,1,1,0,0,1,0,0,1,0
41.5792,2,3.0,1,1,0,0,1,0,0,1,0
41.5792,2,25.0,1,1,0,0,0,1,0,1,0
41.5792,2,22.0,1,1,0,0,1,0,0,1,0
12.0,0,17.0,0,1,0,0,1,0,0,1,0
33.0,0,29.8811345124283,0,0,0,1,1,0,0,1,0
10.5,0,34.0,0,0,0,1,1,0,0,1,0
12.875,0,36.0,0,1,0,0,0,1,0,1,0
10.5,0,24.0,0,0,0,1,0,1,0,1,0
12.35,0,61.0,0,0,1,0,0,1,0,1,0
26.0,0,50.0,1,0,0,1,0,1,0,1,0
26.0,0,42.0,1,0,0,1,1,0,0,1,0
10.5,0,57.0,0,0,0,1,1,0,0,1,0
15.0458,0,29.8811345124283,0,1,0,0,0,1,0,1,0
37.0042,2,1.0,0,1,0,0,0,1,0,1,0
37.0042,1,31.0,1,1,0,0,0,1,0,1,0
37.0042,1,24.0,1,1,0,0,1,0,0,1,0
15.5792,0,29.8811345124283,0,1,0,0,0,1,0,1,0
13.0,0,30.0,0,0,0,1,0,1,0,1,0
16.0,0,40.0,0,0,0,1,0,1,0,1,0
13.5,0,32.0,0,0,0,1,0,1,0,1,0
13.0,0,30.0,0,0,0,1,0,1,0,1,0
26.0,0,46.0,0,0,0,1,0,1,0,1,0
19.5,1,13.0,0,0,0,1,1,0,0,1,0
19.5,1,41.0,0,0,0,1,1,0,0,1,0
10.5,0,19.0,0,0,0,1,0,1,0,1,0
13.0,0,39.0,0,0,0,1,0,1,0,1,0
13.0,0,48.0,0,0,0,1,0,1,0,1,0
10.5,0,70.0,0,0,0,1,0,1,0,1,0
13.0,0,27.0,0,0,0,1,0,1,0,1,0
14.0,0,54.0,0,0,0,1,0,1,0,1,0
26.0,0,39.0,0,0,0,1,0,1,0,1,0
10.5,0,16.0,0,0,0,1,0,1,0,1,0
9.6875,0,62.0,0,0,1,0,0,1,0,1,0
30.0708,0,32.5,1,1,0,0,0,1,0,1,0
30.0708,0,14.0,1,1,0,0,1,0,0,1,0
26.0,1,2.0,1,0,0,1,0,1,0,1,0
26.0,1,3.0,1,0,0,1,0,1,0,1,0
26.0,2,36.5,0,0,0,1,0,1,0,1,0
13.0,0,26.0,0,0,0,1,0,1,0,1,0
36.75,1,19.0,1,0,0,1,0,1,0,1,0
13.5,0,28.0,0,0,0,1,0,1,0,1,0
13.8625,0,20.0,0,1,0,0,0,1,0,1,0
10.5,0,29.0,0,0,0,1,1,0,0,1,0
13.0,0,39.0,0,0,0,1,0,1,0,1,0
10.5,0,22.0,0,0,0,1,0,1,0,1,0
13.8625,0,29.8811345124283,0,1,0,0,0,1,0,1,0
10.5,0,23.0,0,0,0,1,0,1,0,1,0
13.8583,0,29.0,0,1,0,0,0,1,0,1,0
10.5,0,28.0,0,0,0,1,0,1,0,1,0
0.0,0,29.8811345124283,0,0,0,1,0,1,0,1,0
26.0,1,50.0,0,0,0,1,1,0,0,1,0
10.5,0,19.0,0,0,0,1,0,1,0,1,0
15.05,0,29.8811345124283,0,1,0,0,0,1,0,1,0
13.0,0,41.0,0,0,0,1,0,1,0,1,0
21.0,1,21.0,0,0,0,1,1,0,0,1,0
26.0,0,19.0,0,0,0,1,1,0,0,1,0
21.0,1,43.0,0,0,0,1,0,1,0,1,0
13.0,0,32.0,0,0,0,1,1,0,0,1,0
13.0,0,34.0,0,0,0,1,0,1,0,1,0
12.7375,0,30.0,0,1,0,0,0,1,0,1,0
15.0333,0,27.0,0,1,0,0,0,1,0,1,0
26.0,1,2.0,1,0,0,1,1,0,0,1,0
26.0,1,8.0,1,0,0,1,1,0,0,1,0
26.0,2,33.0,0,0,0,1,1,0,0,1,0
10.5,0,36.0,0,0,0,1,0,1,0,1,0
21.0,0,34.0,1,0,0,1,0,1,0,1,0
21.0,0,30.0,3,0,0,1,1,0,0,1,0
13.0,0,28.0,0,0,0,1,1,0,0,1,0
15.0458,0,23.0,0,1,0,0,0,1,0,1,0
18.75,1,0.8333,1,0,0,1,0,1,0,1,0
18.75,1,3.0,1,0,0,1,0,1,0,1,0
18.75,3,24.0,2,0,0,1,1,0,0,1,0
10.5,0,50.0,0,0,0,1,1,0,0,1,0
10.5,0,19.0,0,0,0,1,0,1,0,1,0
10.5,0,21.0,0,0,0,1,1,0,0,1,0
13.0,0,26.0,0,0,0,1,0,1,0,1,0
13.0,0,25.0,0,0,0,1,0,1,0,1,0
26.0,0,27.0,0,0,0,1,0,1,0,1,0
26.0,1,25.0,0,0,0,1,1,0,0,1,0
13.0,2,18.0,0,0,0,1,1,0,0,1,0
36.75,0,20.0,0,0,0,1,1,0,0,1,0
13.0,0,30.0,0,0,0,1,1,0,0,1,0
13.5,0,59.0,0,0,0,1,0,1,0,1,0
12.35,0,30.0,0,0,1,0,1,0,0,1,0
10.5,0,35.0,0,0,0,1,0,1,0,1,0
13.0,0,40.0,0,0,0,1,1,0,0,1,0
13.0,0,25.0,0,0,0,1,0,1,0,1,0
15.0458,0,41.0,0,1,0,0,0,1,0,1,0
10.5,0,25.0,0,0,0,1,0,1,0,1,0
13.0,0,18.5,0,0,0,1,0,1,0,1,0
65.0,0,14.0,0,0,0,1,0,1,0,1,0
10.5,0,50.0,0,0,0,1,1,0,0,1,0
13.0,0,23.0,0,0,0,1,0,1,0,1,0
12.65,0,28.0,0,0,0,1,1,0,0,1,0
10.5,0,27.0,0,0,0,1,1,0,0,1,0
21.0,0,29.0,1,0,0,1,0,1,0,1,0
21.0,0,27.0,1,0,0,1,1,0,0,1,0
13.0,0,40.0,0,0,0,1,0,1,0,1,0
21.0,0,31.0,0,0,0,1,1,0,0,1,0
21.0,0,30.0,1,0,0,1,0,1,0,1,0
10.5,0,23.0,1,0,0,1,0,1,0,1,0
21.0,0,31.0,0,0,0,1,1,0,0,1,0
0.0,0,29.8811345124283,0,0,0,1,0,1,0,1,0
15.75,0,12.0,0,0,0,1,1,0,0,1,0
15.75,0,40.0,0,0,0,1,1,0,0,1,0
13.0,0,32.5,0,0,0,1,1,0,0,1,0
26.0,0,27.0,1,0,0,1,0,1,0,1,0
26.0,0,29.0,1,0,0,1,1,0,0,1,0
23.0,1,2.0,1,0,0,1,0,1,0,1,0
23.0,1,4.0,1,0,0,1,1,0,0,1,0
23.0,2,29.0,0,0,0,1,1,0,0,1,0
27.75,2,0.9167,1,0,0,1,1,0,0,1,0
27.75,2,5.0,1,0,0,1,1,0,0,1,0
27.75,2,36.0,1,0,0,1,0,1,0,1,0
27.75,2,33.0,1,0,0,1,1,0,0,1,0
10.5,0,66.0,0,0,0,1,0,1,0,1,0
12.875,0,29.8811345124283,0,0,0,1,0,1,0,1,0
13.0,0,31.0,0,0,0,1,0,1,0,1,0
13.0,0,29.8811345124283,0,0,0,1,0,1,0,1,0
13.5,0,26.0,0,0,0,1,1,0,0,1,0
13.0,0,24.0,0,0,0,1,1,0,0,1,0
7.55,0,42.0,0,0,0,1,0,1,0,0,1
20.25,2,13.0,0,0,0,1,0,1,0,0,1
20.25,1,16.0,1,0,0,1,0,1,0,0,1
20.25,1,35.0,1,0,0,1,1,0,0,0,1
7.65,0,16.0,0,0,0,1,1,0,0,0,1
7.65,0,25.0,0,0,0,1,0,1,0,0,1
7.925,0,20.0,0,0,0,1,0,1,0,0,1
7.2292,0,18.0,0,1,0,0,1,0,0,0,1
7.25,0,30.0,0,0,0,1,0,1,0,0,1
8.05,0,26.0,0,0,0,1,0,1,0,0,1
9.475,0,40.0,1,0,0,1,1,0,0,0,1
9.35,1,0.8333,0,0,0,1,0,1,0,0,1
9.35,1,18.0,0,0,0,1,1,0,0,0,1
18.7875,0,26.0,0,1,0,0,0,1,0,0,1
7.8875,0,26.0,0,0,0,1,0,1,0,0,1
7.925,0,20.0,0,0,0,1,0,1,0,0,1
7.05,0,24.0,0,0,0,1,0,1,0,0,1
7.05,0,25.0,0,0,0,1,0,1,0,0,1
8.05,0,35.0,0,0,0,1,0,1,0,0,1
8.3,0,18.0,0,0,0,1,0,1,0,0,1
22.525,0,32.0,0,0,0,1,0,1,0,0,1
7.8542,0,19.0,1,0,0,1,1,0,0,0,1
31.275,2,4.0,4,0,0,1,0,1,0,0,1
31.275,2,6.0,4,0,0,1,1,0,0,0,1
31.275,2,2.0,4,0,0,1,1,0,0,0,1
7.925,2,17.0,4,0,0,1,1,0,0,0,1
7.775,2,38.0,4,0,0,1,1,0,0,0,1
31.275,2,9.0,4,0,0,1,1,0,0,0,1
31.275,2,11.0,4,0,0,1,1,0,0,0,1
31.275,5,39.0,1,0,0,1,0,1,0,0,1
7.7958,0,27.0,0,0,0,1,0,1,0,0,1
7.775,0,26.0,0,0,0,1,0,1,0,0,1
31.275,5,39.0,1,0,0,1,1,0,0,0,1
7.8542,0,20.0,0,0,0,1,0,1,0,0,1
7.8958,0,26.0,0,0,0,1,0,1,0,0,1
17.8,0,25.0,1,0,0,1,0,1,0,0,1
17.8,0,18.0,1,0,0,1,1,0,0,0,1
7.775,0,24.0,0,0,0,1,0,1,0,0,1
7.05,0,35.0,0,0,0,1,0,1,0,0,1
31.3875,2,5.0,4,0,0,1,0,1,0,0,1
31.3875,2,9.0,4,0,0,1,0,1,0,0,1
31.3875,2,3.0,4,0,0,1,0,1,0,0,1
31.3875,2,13.0,4,0,0,1,0,1,0,0,1
31.3875,2,5.0,4,0,0,1,1,0,0,0,1
31.3875,5,40.0,1,0,0,1,0,1,0,0,1
7.7958,0,23.0,0,0,0,1,0,1,0,0,1
31.3875,5,38.0,1,0,0,1,1,0,0,0,1
7.225,0,45.0,0,1,0,0,1,0,0,0,1
7.225,0,21.0,0,1,0,0,0,1,0,0,1
7.05,0,23.0,0,0,0,1,0,1,0,0,1
14.4583,0,17.0,0,1,0,0,1,0,0,0,1
7.225,0,30.0,0,1,0,0,0,1,0,0,1
7.8542,0,23.0,0,0,0,1,0,1,0,0,1
7.2292,0,13.0,0,1,0,0,1,0,0,0,1
7.225,0,20.0,0,1,0,0,0,1,0,0,1
15.85,0,32.0,1,0,0,1,0,1,0,0,1
15.85,0,33.0,3,0,0,1,1,0,0,0,1
19.2583,1,0.75,2,1,0,0,1,0,0,0,1
19.2583,1,0.75,2,1,0,0,1,0,0,0,1
19.2583,1,5.0,2,1,0,0,1,0,0,0,1
19.2583,3,24.0,0,1,0,0,1,0,0,0,1
8.05,0,18.0,0,0,0,1,1,0,0,0,1
7.225,0,40.0,0,1,0,0,0,1,0,0,1
7.8958,0,26.0,0,0,0,1,0,1,0,0,1
7.2292,0,20.0,0,1,0,0,0,1,0,0,1
14.4542,1,18.0,0,1,0,0,1,0,0,0,1
14.4542,1,45.0,0,1,0,0,1,0,0,0,1
7.8792,0,27.0,0,0,1,0,1,0,0,0,1
8.05,0,22.0,0,0,0,1,0,1,0,0,1
8.05,0,19.0,0,0,0,1,0,1,0,0,1
7.775,0,26.0,0,0,0,1,0,1,0,0,1
9.35,0,22.0,0,0,0,1,0,1,0,0,1
7.2292,0,29.8811345124283,0,1,0,0,0,1,0,0,1
4.0125,0,20.0,0,1,0,0,0,1,0,0,1
56.4958,0,32.0,0,0,0,1,0,1,0,0,1
7.775,0,21.0,0,0,0,1,0,1,0,0,1
7.75,0,18.0,0,0,0,1,0,1,0,0,1
7.8958,0,26.0,0,0,0,1,0,1,0,0,1
15.2458,1,6.0,1,1,0,0,0,1,0,0,1
15.2458,1,9.0,1,1,0,0,1,0,0,0,1
7.225,0,29.8811345124283,0,1,0,0,0,1,0,0,1
15.2458,2,29.8811345124283,0,1,0,0,1,0,0,0,1
7.75,2,29.8811345124283,0,0,1,0,1,0,0,0,1
15.5,1,40.0,1,0,1,0,0,1,0,0,1
15.5,1,32.0,1,0,1,0,1,0,0,0,1
16.1,0,21.0,0,0,0,1,0,1,0,0,1
7.725,0,22.0,0,0,1,0,1,0,0,0,1
7.8542,0,20.0,0,0,0,1,1,0,0,0,1
7.0458,0,29.0,1,0,0,1,0,1,0,0,1
7.25,0,22.0,1,0,0,1,0,1,0,0,1
7.7958,0,22.0,0,0,0,1,0,1,0,0,1
8.05,0,35.0,0,0,0,1,0,1,0,0,1
7.2833,0,18.5,0,0,1,0,1,0,0,0,1
7.8208,0,21.0,0,0,1,0,0,1,0,0,1
6.75,0,19.0,0,0,1,0,0,1,0,0,1
7.8792,0,18.0,0,0,1,0,1,0,0,0,1
8.6625,0,21.0,0,0,0,1,1,0,0,0,1
8.6625,0,30.0,0,0,0,1,1,0,0,0,1
8.6625,0,18.0,0,0,0,1,0,1,0,0,1
8.6625,0,38.0,0,0,0,1,0,1,0,0,1
8.6625,0,17.0,0,0,0,1,0,1,0,0,1
8.6625,0,17.0,0,0,0,1,0,1,0,0,1
7.75,0,21.0,0,0,1,0,1,0,0,0,1
7.75,0,21.0,0,0,1,0,0,1,0,0,1
8.05,0,21.0,0,0,0,1,0,1,0,0,1
14.4583,0,29.8811345124283,1,1,0,0,0,1,0,0,1
14.4583,0,29.8811345124283,1,1,0,0,1,0,0,0,1
7.7958,0,28.0,0,0,0,1,0,1,0,0,1
7.8542,0,24.0,0,0,0,1,0,1,0,0,1
7.75,0,16.0,0,0,1,0,1,0,0,0,1
7.75,0,37.0,0,0,1,0,1,0,0,0,1
7.25,0,28.0,0,0,0,1,0,1,0,0,1
8.05,0,24.0,0,0,0,1,0,1,0,0,1
7.7333,0,21.0,0,0,1,0,0,1,0,0,1
56.4958,0,32.0,0,0,0,1,0,1,0,0,1
8.05,0,29.0,0,0,0,1,0,1,0,0,1
14.4542,0,26.0,1,1,0,0,0,1,0,0,1
14.4542,0,18.0,1,1,0,0,0,1,0,0,1
7.05,0,20.0,0,0,0,1,0,1,0,0,1
8.05,0,18.0,0,0,0,1,0,1,0,0,1
7.25,0,24.0,0,0,1,0,0,1,0,0,1
7.4958,0,36.0,0,0,0,1,0,1,0,0,1
7.4958,0,24.0,0,0,0,1,0,1,0,0,1
7.7333,0,31.0,0,0,1,0,0,1,0,0,1
7.75,0,31.0,0,0,1,0,0,1,0,0,1
7.75,0,22.0,0,0,1,0,1,0,0,0,1
7.6292,0,30.0,0,0,1,0,1,0,0,0,1
7.75,0,70.5,0,0,1,0,0,1,0,0,1
8.05,0,43.0,0,0,0,1,0,1,0,0,1
7.8958,0,35.0,0,0,0,1,0,1,0,0,1
7.8958,0,27.0,0,0,0,1,0,1,0,0,1
7.8958,0,19.0,0,0,0,1,0,1,0,0,1
8.05,0,30.0,0,0,0,1,0,1,0,0,1
15.9,1,9.0,1,0,0,1,0,1,0,0,1
15.9,1,3.0,1,0,0,1,0,1,0,0,1
15.9,2,36.0,0,0,0,1,1,0,0,0,1
7.25,0,59.0,0,0,0,1,0,1,0,0,1
8.1583,0,19.0,0,0,0,1,0,1,0,0,1
16.1,1,17.0,0,0,0,1,1,0,0,0,1
16.1,1,44.0,0,0,0,1,0,1,0,0,1
8.6625,0,17.0,0,0,0,1,0,1,0,0,1
7.225,0,22.5,0,1,0,0,0,1,0,0,1
8.05,0,45.0,0,0,0,1,0,1,0,0,1
10.5167,0,22.0,0,0,0,1,1,0,0,0,1
10.1708,0,19.0,0,0,0,1,0,1,0,0,1
6.95,0,30.0,0,0,1,0,1,0,0,0,1
7.75,0,29.0,0,0,1,0,0,1,0,0,1
14.4,2,0.3333,0,0,0,1,0,1,0,0,1
14.4,1,34.0,1,0,0,1,0,1,0,0,1
14.4,1,28.0,1,0,0,1,1,0,0,0,1
7.8958,0,27.0,0,0,0,1,0,1,0,0,1
7.8958,0,25.0,0,0,0,1,0,1,0,0,1
24.15,0,24.0,2,0,0,1,0,1,0,0,1
8.05,0,22.0,0,0,0,1,0,1,0,0,1
24.15,0,21.0,2,0,0,1,0,1,0,0,1
8.05,0,17.0,2,0,0,1,0,1,0,0,1
16.1,0,29.8811345124283,1,0,0,1,0,1,0,0,1
16.1,0,29.8811345124283,1,0,0,1,1,0,0,0,1
17.4,0,36.5,1,0,0,1,0,1,0,0,1
17.4,0,36.0,1,0,0,1,1,0,0,0,1
9.5,0,30.0,0,0,0,1,0,1,0,0,1
9.5,0,16.0,0,0,0,1,0,1,0,0,1
20.575,2,1.0,1,0,0,1,0,1,0,0,1
20.575,2,0.1667,1,0,0,1,1,0,0,0,1
20.575,2,26.0,1,0,0,1,0,1,0,0,1
20.575,2,33.0,1,0,0,1,1,0,0,0,1
7.8958,0,25.0,0,0,0,1,0,1,0,0,1
7.8958,0,29.8811345124283,0,0,0,1,0,1,0,0,1
7.8958,0,29.8811345124283,0,0,0,1,0,1,0,0,1
7.25,0,22.0,0,0,0,1,0,1,0,0,1
7.25,0,36.0,0,0,0,1,0,1,0,0,1
7.8792,0,19.0,0,0,1,0,1,0,0,0,1
7.8958,0,17.0,0,0,0,1,0,1,0,0,1
8.6625,0,42.0,0,0,0,1,0,1,0,0,1
7.8958,0,43.0,0,0,0,1,0,1,0,0,1
7.2292,0,29.8811345124283,0,1,0,0,0,1,0,0,1
7.75,0,32.0,0,0,1,0,0,1,0,0,1
8.05,0,19.0,0,0,0,1,0,1,0,0,1
12.475,0,30.0,0,0,0,1,1,0,0,0,1
7.75,0,24.0,0,0,1,0,1,0,0,0,1
8.05,0,23.0,0,0,0,1,1,0,0,0,1
7.8958,0,33.0,0,1,0,0,0,1,0,0,1
7.75,0,65.0,0,0,1,0,0,1,0,0,1
7.55,0,24.0,0,0,0,1,0,1,0,0,1
13.9,0,23.0,1,0,0,1,0,1,0,0,1
13.9,0,22.0,1,0,0,1,1,0,0,0,1
7.775,0,18.0,0,0,0,1,0,1,0,0,1
7.775,0,16.0,0,0,0,1,0,1,0,0,1
6.975,0,45.0,0,0,0,1,0,1,0,0,1
7.225,0,29.8811345124283,0,1,0,0,0,1,0,0,1
7.2292,2,39.0,0,1,0,0,0,1,0,0,1
7.2292,1,17.0,1,1,0,0,0,1,0,0,1
7.2292,1,15.0,1,1,0,0,0,1,0,0,1
7.25,0,47.0,0,0,0,1,0,1,0,0,1
12.475,0,5.0,0,0,0,1,1,0,0,0,1
7.225,0,29.8811345124283,0,1,0,0,0,1,0,0,1
15.1,0,40.5,0,0,0,1,0,1,0,0,1
7.75,0,40.5,0,0,1,0,0,1,0,0,1
7.05,0,29.8811345124283,0,0,0,1,0,1,0,0,1
7.7958,0,18.0,0,0,0,1,0,1,0,0,1
7.75,0,29.8811345124283,0,0,1,0,1,0,0,0,1
7.75,0,29.8811345124283,0,0,1,0,0,1,0,0,1
6.95,0,29.8811345124283,0,0,1,0,0,1,0,0,1
7.8792,0,26.0,0,0,1,0,0,1,0,0,1
7.75,0,29.8811345124283,0,0,1,0,0,1,0,0,1
56.4958,0,29.8811345124283,0,0,0,1,0,1,0,0,1
34.375,2,21.0,2,0,0,1,1,0,0,0,1
34.375,2,9.0,2,0,0,1,1,0,0,0,1
8.05,0,29.8811345124283,0,0,0,1,0,1,0,0,1
34.375,2,18.0,2,0,0,1,0,1,0,0,1
34.375,3,16.0,1,0,0,1,0,1,0,0,1
34.375,3,48.0,1,0,0,1,1,0,0,0,1
7.75,0,29.8811345124283,0,0,1,0,0,1,0,0,1
7.25,0,29.8811345124283,0,0,0,1,0,1,0,0,1
7.7417,0,25.0,0,0,1,0,0,1,0,0,1
14.5,0,29.8811345124283,0,0,0,1,0,1,0,0,1
7.8958,0,29.8811345124283,0,1,0,0,0,1,0,0,1
8.05,0,22.0,0,0,0,1,0,1,0,0,1
7.7333,0,16.0,0,0,1,0,1,0,0,0,1
7.75,0,29.8811345124283,0,0,1,0,1,0,0,0,1
20.525,2,9.0,0,0,0,1,0,1,0,0,1
20.525,1,33.0,1,0,0,1,0,1,0,0,1
7.85,0,41.0,0,0,0,1,0,1,0,0,1
20.525,1,31.0,1,0,0,1,1,0,0,0,1
7.05,0,38.0,0,0,0,1,0,1,0,0,1
46.9,2,9.0,5,0,0,1,0,1,0,0,1
46.9,2,1.0,5,0,0,1,0,1,0,0,1
46.9,2,11.0,5,0,0,1,0,1,0,0,1
46.9,2,10.0,5,0,0,1,1,0,0,0,1
46.9,2,16.0,5,0,0,1,1,0,0,0,1
46.9,2,14.0,5,0,0,1,0,1,0,0,1
46.9,6,40.0,1,0,0,1,0,1,0,0,1
46.9,6,43.0,1,0,0,1,1,0,0,0,1
8.05,0,51.0,0,0,0,1,0,1,0,0,1
8.3625,0,32.0,0,0,0,1,0,1,0,0,1
8.05,0,29.8811345124283,0,0,0,1,0,1,0,0,1
9.8458,0,20.0,0,0,0,1,0,1,0,0,1
7.925,0,37.0,2,0,0,1,0,1,0,0,1
7.925,0,28.0,2,0,0,1,0,1,0,0,1
7.775,0,19.0,0,0,0,1,0,1,0,0,1
8.85,0,24.0,0,0,0,1,1,0,0,0,1
7.7333,0,17.0,0,0,1,0,1,0,0,0,1
19.9667,0,29.8811345124283,1,0,0,1,0,1,0,0,1
19.9667,0,29.8811345124283,1,0,0,1,0,1,0,0,1
15.85,0,28.0,1,0,0,1,0,1,0,0,1
15.85,0,24.0,1,0,0,1,1,0,0,0,1
9.5,0,20.0,0,0,0,1,0,1,0,0,1
7.2292,0,23.5,0,1,0,0,0,1,0,0,1
14.1083,0,41.0,2,0,0,1,0,1,0,0,1
7.8542,0,26.0,1,0,0,1,0,1,0,0,1
7.8542,0,21.0,0,0,0,1,0,1,0,0,1
14.1083,0,45.0,1,0,0,1,1,0,0,0,1
7.55,0,29.8811345124283,0,0,0,1,1,0,0,0,1
7.25,0,25.0,0,0,0,1,0,1,0,0,1
6.8583,0,29.8811345124283,0,0,1,0,0,1,0,0,1
18.7875,0,11.0,0,1,0,0,0,1,0,0,1
7.75,0,29.8811345124283,0,0,1,0,1,0,0,0,1
6.975,0,27.0,0,0,0,1,0,1,0,0,1
56.4958,0,29.8811345124283,0,0,0,1,0,1,0,0,1
6.75,0,18.0,0,0,1,0,1,0,0,0,1
7.925,0,26.0,0,0,0,1,1,0,0,0,1
7.925,0,23.0,0,0,0,1,1,0,0,0,1
8.9625,0,22.0,0,0,0,1,1,0,0,0,1
7.8958,0,28.0,0,0,0,1,0,1,0,0,1
7.775,0,28.0,0,0,0,1,1,0,0,0,1
7.75,0,29.8811345124283,0,0,1,0,1,0,0,0,1
12.2875,1,2.0,0,0,0,1,1,0,0,0,1
12.2875,1,22.0,1,0,0,1,1,0,0,0,1
6.45,0,43.0,0,0,0,1,0,1,0,0,1
22.525,0,28.0,0,0,0,1,0,1,0,0,1
7.925,0,27.0,0,0,0,1,1,0,0,0,1
7.75,0,29.8811345124283,0,0,1,0,0,1,0,0,1
8.05,0,29.8811345124283,0,0,0,1,1,0,0,0,1
7.65,0,42.0,0,0,0,1,0,1,0,0,1
7.8875,0,29.8811345124283,0,0,0,1,0,1,0,0,1
7.2292,0,30.0,0,1,0,0,0,1,0,0,1
7.8958,0,29.8811345124283,0,0,0,1,0,1,0,0,1
7.925,0,27.0,1,0,0,1,1,0,0,0,1
7.925,0,25.0,1,0,0,1,1,0,0,0,1
7.8958,0,29.8811345124283,0,0,0,1,0,1,0,0,1
7.8958,0,29.0,0,1,0,0,0,1,0,0,1
7.7958,0,21.0,0,0,0,1,0,1,0,0,1
7.05,0,29.8811345124283,0,0,0,1,0,1,0,0,1
7.8542,0,20.0,0,0,0,1,0,1,0,0,1
7.8542,0,48.0,0,0,0,1,0,1,0,0,1
7.0542,0,17.0,1,0,0,1,0,1,0,0,1
7.75,0,29.8811345124283,0,0,1,0,1,0,0,0,1
8.1125,0,29.8811345124283,0,0,0,1,0,1,0,0,1
6.4958,0,34.0,0,0,0,1,0,1,0,0,1
7.775,0,26.0,0,0,0,1,0,1,0,0,1
7.7958,0,22.0,0,0,0,1,0,1,0,0,1
8.6542,0,33.0,0,0,0,1,0,1,0,0,1
7.775,0,31.0,0,0,0,1,0,1,0,0,1
7.8542,0,29.0,0,0,0,1,0,1,0,0,1
11.1333,1,4.0,1,0,0,1,0,1,0,0,1
11.1333,1,1.0,1,0,0,1,1,0,0,0,1
0.0,0,49.0,0,0,0,1,0,1,0,0,1
7.775,0,33.0,0,0,0,1,0,1,0,0,1
0.0,0,19.0,0,0,0,1,0,1,0,0,1
11.1333,2,27.0,0,0,0,1,1,0,0,0,1
23.45,2,29.8811345124283,1,0,0,1,0,1,0,0,1
23.45,2,29.8811345124283,1,0,0,1,1,0,0,0,1
